+ . /home/htang2/toolchain-20251006/toolchain.rc
++ ROOT=/home/htang2/toolchain-20251006
++ export PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ export LD_LIBRARY_PATH=/home/htang2/toolchain-20251006/lib:/home/htang2/toolchain-20251006/lib64:/home/htang2/toolchain-20251006/opt/cuda/lib:/home/htang2/toolchain-20251006/opt/cuda/lib64:/home/htang2/toolchain-20251006/opt/cuda/extras/CUPTI/lib64:
++ LD_LIBRARY_PATH=/home/htang2/toolchain-20251006/lib:/home/htang2/toolchain-20251006/lib64:/home/htang2/toolchain-20251006/opt/cuda/lib:/home/htang2/toolchain-20251006/opt/cuda/lib64:/home/htang2/toolchain-20251006/opt/cuda/extras/CUPTI/lib64:
+ source /home/s2283874/ssast/venvssast/bin/activate
++ deactivate nondestructive
++ '[' -n '' ']'
++ '[' -n '' ']'
++ hash -r
++ '[' -n '' ']'
++ unset VIRTUAL_ENV
++ unset VIRTUAL_ENV_PROMPT
++ '[' '!' nondestructive = nondestructive ']'
++ '[' linux-gnu = cygwin ']'
++ '[' linux-gnu = msys ']'
++ export VIRTUAL_ENV=/home/s2283874/ssast/venvssast
++ VIRTUAL_ENV=/home/s2283874/ssast/venvssast
++ _OLD_VIRTUAL_PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ PATH=/home/s2283874/ssast/venvssast/bin:/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ export PATH
++ '[' -n '' ']'
++ '[' -z '' ']'
++ _OLD_VIRTUAL_PS1=
++ PS1='(venvssast) '
++ export PS1
++ VIRTUAL_ENV_PROMPT='(venvssast) '
++ export VIRTUAL_ENV_PROMPT
++ hash -r
+ export TORCH_HOME=../../pretrained_models
+ TORCH_HOME=../../pretrained_models
+ mkdir exp
mkdir: cannot create directory ‘exp’: File exists
+ mkdir slurm_log
mkdir: cannot create directory ‘slurm_log’: File exists
+ librispeech360_dir=/home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-360
+ librispeech100_dir=/home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-100
+ '[' '!' -d /home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-360 ']'
+ mkdir -p /home/s2283874/../../disk/scratch/s2283874/librispeech/
+ echo 'LibriSpeech directory not found. Extracting archive...'
LibriSpeech directory not found. Extracting archive...
+ tar -xzf /home/s2283874/ssast/src/prep_data/librispeech/train-clean-360.tar.gz -C /home/s2283874/../../disk/scratch/s2283874/librispeech/
tar: LibriSpeech/train-clean-360/4238/12895/4238-12895-0043.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/480/126336/480-126336-0012.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/480/123176/480-123176-0037.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/2790/142824/2790-142824-0058.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/543/133217/543-133217.trans.txt: Cannot open: File exists
tar: LibriSpeech/train-clean-360/3009/10327/3009-10327-0088.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/3370/163384/3370-163384-0018.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/5723/43306/5723-43306-0013.flac: Cannot open: File exists
tar: Exiting with failure status due to previous errors
+ tar -xzf /home/s2283874/ssast/src/prep_data/librispeech/train-clean-100.tar.gz -C /home/s2283874/../../disk/scratch/s2283874/librispeech/
tar: LibriSpeech/train-clean-100/2514/149482/2514-149482-0097.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-100/4859/29340/4859-29340-0025.flac: Cannot open: File exists
tar: Exiting with failure status due to previous errors
+ json_file=/home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut.json
+ json_test_file=/home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut_test.json
+ '[' '!' -f /home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut.json ']'
+ '[' '!' -f /home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut_test.json ']'
+ echo 'JSON file not found. Running prep_librispeech.py...'
JSON file not found. Running prep_librispeech.py...
+ python /home/s2283874/ssast/src/prep_data/librispeech/prep_librispeech.py
find 1k .wav files, time eclipse: 0.0 seconds.
Epoch: [2][675/1625]	Per Sample Total Time 0.00482	Per Sample Data Time 0.00103	Per Sample DNN Time 0.00379	Train Loss 12.2343	
   >> MPG: 0.077, MPC: 4.444, MPMHB: 3.576
---------------- step 2400 evaluation ----------------
masked acc train: 0.131289
nce loss train: 11.878106
masked acc eval: 0.139050
nce loss eval: 0.073341
# 4, step 1600-2400, lr: 5.000000e-04
# 4, step 1600-2400, training time: 236.362
---------------- evaluation finished ----------------
Epoch: [2][775/1625]	Per Sample Total Time 0.58524	Per Sample Data Time 0.58139	Per Sample DNN Time 0.00385	Train Loss 11.2761	
   >> MPG: 0.067, MPC: 4.234, MPMHB: 3.385
Epoch: [2][875/1625]	Per Sample Total Time 0.00990	Per Sample Data Time 0.00596	Per Sample DNN Time 0.00394	Train Loss 11.6514	
   >> MPG: 0.071, MPC: 4.263, MPMHB: 3.473
Epoch: [2][975/1625]	Per Sample Total Time 0.00705	Per Sample Data Time 0.00310	Per Sample DNN Time 0.00395	Train Loss 11.5663	
   >> MPG: 0.069, MPC: 4.265, MPMHB: 3.481
Epoch: [2][1075/1625]	Per Sample Total Time 0.00611	Per Sample Data Time 0.00214	Per Sample DNN Time 0.00397	Train Loss 11.5415	
   >> MPG: 0.071, MPC: 4.039, MPMHB: 3.585
Epoch: [2][1175/1625]	Per Sample Total Time 0.00562	Per Sample Data Time 0.00166	Per Sample DNN Time 0.00396	Train Loss 10.9398	
   >> MPG: 0.064, MPC: 4.024, MPMHB: 3.414
Epoch: [2][1275/1625]	Per Sample Total Time 0.00532	Per Sample Data Time 0.00137	Per Sample DNN Time 0.00395	Train Loss 11.1184	
   >> MPG: 0.068, MPC: 3.991, MPMHB: 3.409
Epoch: [2][1375/1625]	Per Sample Total Time 0.00512	Per Sample Data Time 0.00117	Per Sample DNN Time 0.00395	Train Loss 10.8817	
   >> MPG: 0.065, MPC: 3.902, MPMHB: 3.385
Epoch: [2][1475/1625]	Per Sample Total Time 0.00498	Per Sample Data Time 0.00103	Per Sample DNN Time 0.00395	Train Loss 10.7645	
   >> MPG: 0.063, MPC: 3.983, MPMHB: 3.302
---------------- step 3200 evaluation ----------------
masked acc train: 0.194766
nce loss train: 10.734632
masked acc eval: 0.197917
nce loss eval: 0.064431
# 5, step 2400-3200, lr: 5.000000e-04
# 5, step 2400-3200, training time: 243.921
---------------- evaluation finished ----------------
Epoch: [2][1575/1625]	Per Sample Total Time 0.48866	Per Sample Data Time 0.48485	Per Sample DNN Time 0.00381	Train Loss 10.4517	
   >> MPG: 0.060, MPC: 3.863, MPMHB: 3.291
2026-01-28 15:29:33.698596
Epoch: [3][50/1625]	Per Sample Total Time 0.00912	Per Sample Data Time 0.00530	Per Sample DNN Time 0.00383	Train Loss 10.6905	
   >> MPG: 0.065, MPC: 3.802, MPMHB: 3.298
Epoch: [3][150/1625]	Per Sample Total Time 0.00658	Per Sample Data Time 0.00276	Per Sample DNN Time 0.00381	Train Loss 10.0633	
   >> MPG: 0.058, MPC: 3.766, MPMHB: 3.120
Epoch: [3][250/1625]	Per Sample Total Time 0.00575	Per Sample Data Time 0.00191	Per Sample DNN Time 0.00384	Train Loss 10.0092	
   >> MPG: 0.057, MPC: 3.727, MPMHB: 3.133
Epoch: [3][350/1625]	Per Sample Total Time 0.00530	Per Sample Data Time 0.00148	Per Sample DNN Time 0.00382	Train Loss 9.8592	
   >> MPG: 0.056, MPC: 3.575, MPMHB: 3.182
Epoch: [3][450/1625]	Per Sample Total Time 0.00505	Per Sample Data Time 0.00122	Per Sample DNN Time 0.00382	Train Loss 9.8081	
   >> MPG: 0.056, MPC: 3.664, MPMHB: 3.053
Epoch: [3][550/1625]	Per Sample Total Time 0.00485	Per Sample Data Time 0.00105	Per Sample DNN Time 0.00380	Train Loss 9.9241	
   >> MPG: 0.060, MPC: 3.504, MPMHB: 3.145
Epoch: [3][650/1625]	Per Sample Total Time 0.00474	Per Sample Data Time 0.00093	Per Sample DNN Time 0.00381	Train Loss 9.7648	
   >> MPG: 0.058, MPC: 3.472, MPMHB: 3.088
---------------- step 4000 evaluation ----------------
masked acc train: 0.245195
nce loss train: 9.656046
masked acc eval: 0.250711
nce loss eval: 0.058458
# 6, step 3200-4000, lr: 5.000000e-04
# 6, step 3200-4000, training time: 225.444
---------------- evaluation finished ----------------
Epoch: [3][750/1625]	Per Sample Total Time 0.49474	Per Sample Data Time 0.49112	Per Sample DNN Time 0.00362	Train Loss 9.6126	
   >> MPG: 0.055, MPC: 3.540, MPMHB: 3.022
Epoch: [3][850/1625]	Per Sample Total Time 0.00891	Per Sample Data Time 0.00506	Per Sample DNN Time 0.00385	Train Loss 9.3706	
   >> MPG: 0.053, MPC: 3.505, MPMHB: 2.939
Epoch: [3][950/1625]	Per Sample Total Time 0.00650	Per Sample Data Time 0.00264	Per Sample DNN Time 0.00386	Train Loss 9.3645	
   >> MPG: 0.054, MPC: 3.473, MPMHB: 2.938
Epoch: [3][1050/1625]	Per Sample Total Time 0.00569	Per Sample Data Time 0.00183	Per Sample DNN Time 0.00387	Train Loss 9.5857	
   >> MPG: 0.057, MPC: 3.379, MPMHB: 3.075
Epoch: [3][1150/1625]	Per Sample Total Time 0.00528	Per Sample Data Time 0.00142	Per Sample DNN Time 0.00386	Train Loss 9.5375	
   >> MPG: 0.056, MPC: 3.528, MPMHB: 2.950
Epoch: [3][1250/1625]	Per Sample Total Time 0.00504	Per Sample Data Time 0.00118	Per Sample DNN Time 0.00386	Train Loss 9.5648	
   >> MPG: 0.056, MPC: 3.495, MPMHB: 2.973
Epoch: [3][1350/1625]	Per Sample Total Time 0.00488	Per Sample Data Time 0.00101	Per Sample DNN Time 0.00387	Train Loss 9.3946	
   >> MPG: 0.057, MPC: 3.367, MPMHB: 2.913
Epoch: [3][1450/1625]	Per Sample Total Time 0.00476	Per Sample Data Time 0.00090	Per Sample DNN Time 0.00387	Train Loss 9.3372	
   >> MPG: 0.054, MPC: 3.490, MPMHB: 2.891
---------------- step 4800 evaluation ----------------
masked acc train: 0.282266
nce loss train: 9.045094
masked acc eval: 0.276736
nce loss eval: 0.055984
# 7, step 4000-4800, lr: 5.000000e-04
# 7, step 4000-4800, training time: 239.860
---------------- evaluation finished ----------------
Epoch: [3][1550/1625]	Per Sample Total Time 0.49972	Per Sample Data Time 0.49601	Per Sample DNN Time 0.00371	Train Loss 9.0225	
   >> MPG: 0.051, MPC: 3.429, MPMHB: 2.791
2026-01-28 15:37:37.704739
Epoch: [4][25/1625]	Per Sample Total Time 0.00937	Per Sample Data Time 0.00564	Per Sample DNN Time 0.00373	Train Loss 9.2247	
   >> MPG: 0.054, MPC: 3.300, MPMHB: 2.964
Epoch: [4][125/1625]	Per Sample Total Time 0.00660	Per Sample Data Time 0.00292	Per Sample DNN Time 0.00367	Train Loss 8.9032	
   >> MPG: 0.050, MPC: 3.362, MPMHB: 2.812
Epoch: [4][225/1625]	Per Sample Total Time 0.00567	Per Sample Data Time 0.00201	Per Sample DNN Time 0.00366	Train Loss 9.1796	
   >> MPG: 0.054, MPC: 3.361, MPMHB: 2.870
Epoch: [4][325/1625]	Per Sample Total Time 0.00521	Per Sample Data Time 0.00156	Per Sample DNN Time 0.00366	Train Loss 9.0110	
   >> MPG: 0.051, MPC: 3.302, MPMHB: 2.891
Epoch: [4][425/1625]	Per Sample Total Time 0.00495	Per Sample Data Time 0.00128	Per Sample DNN Time 0.00367	Train Loss 9.0941	
   >> MPG: 0.054, MPC: 3.310, MPMHB: 2.817
Epoch: [4][525/1625]	Per Sample Total Time 0.00478	Per Sample Data Time 0.00110	Per Sample DNN Time 0.00368	Train Loss 9.0593	
   >> MPG: 0.051, MPC: 3.313, MPMHB: 2.916
Epoch: [4][625/1625]	Per Sample Total Time 0.00465	Per Sample Data Time 0.00097	Per Sample DNN Time 0.00368	Train Loss 8.9224	
   >> MPG: 0.052, MPC: 3.276, MPMHB: 2.780
---------------- step 5600 evaluation ----------------
masked acc train: 0.303789
nce loss train: 9.155532
masked acc eval: 0.301603
nce loss eval: 0.053682
# 8, step 4800-5600, lr: 5.000000e-04
# 8, step 4800-5600, training time: 215.521
---------------- evaluation finished ----------------
Epoch: [4][725/1625]	Per Sample Total Time 0.51254	Per Sample Data Time 0.50872	Per Sample DNN Time 0.00382	Train Loss 8.8718	
   >> MPG: 0.051, MPC: 3.237, MPMHB: 2.829
Epoch: [4][825/1625]	Per Sample Total Time 0.00891	Per Sample Data Time 0.00522	Per Sample DNN Time 0.00370	Train Loss 8.9430	
   >> MPG: 0.053, MPC: 3.167, MPMHB: 2.865
Epoch: [4][925/1625]	Per Sample Total Time 0.00640	Per Sample Data Time 0.00272	Per Sample DNN Time 0.00369	Train Loss 8.9058	
   >> MPG: 0.052, MPC: 3.283, MPMHB: 2.788
Epoch: [4][1025/1625]	Per Sample Total Time 0.00557	Per Sample Data Time 0.00188	Per Sample DNN Time 0.00369	Train Loss 8.8170	
   >> MPG: 0.051, MPC: 3.290, MPMHB: 2.713
Epoch: [4][1125/1625]	Per Sample Total Time 0.00516	Per Sample Data Time 0.00146	Per Sample DNN Time 0.00371	Train Loss 8.8299	
   >> MPG: 0.051, MPC: 3.254, MPMHB: 2.782
Epoch: [4][1225/1625]	Per Sample Total Time 0.00491	Per Sample Data Time 0.00120	Per Sample DNN Time 0.00371	Train Loss 8.7736	
   >> MPG: 0.049, MPC: 3.311, MPMHB: 2.762
Epoch: [4][1325/1625]	Per Sample Total Time 0.00474	Per Sample Data Time 0.00103	Per Sample DNN Time 0.00371	Train Loss 8.9138	
   >> MPG: 0.053, MPC: 3.050, MPMHB: 2.951
Epoch: [4][1425/1625]	Per Sample Total Time 0.00462	Per Sample Data Time 0.00091	Per Sample DNN Time 0.00371	Train Loss 8.8882	
   >> MPG: 0.052, MPC: 3.126, MPMHB: 2.878
---------------- step 6400 evaluation ----------------
masked acc train: 0.323594
nce loss train: 8.710949
masked acc eval: 0.317354
nce loss eval: 0.052085
# 9, step 5600-6400, lr: 5.000000e-04
# 9, step 5600-6400, training time: 232.331
---------------- evaluation finished ----------------
Epoch: [4][1525/1625]	Per Sample Total Time 0.51609	Per Sample Data Time 0.51249	Per Sample DNN Time 0.00359	Train Loss 8.6354	
   >> MPG: 0.050, MPC: 3.193, MPMHB: 2.708
2026-01-28 15:45:30.311872
Epoch: [5][0/1625]	Per Sample Total Time 0.00922	Per Sample Data Time 0.00555	Per Sample DNN Time 0.00367	Train Loss 8.7703	
   >> MPG: 0.051, MPC: 3.144, MPMHB: 2.800
Epoch: [5][100/1625]	Per Sample Total Time 0.00657	Per Sample Data Time 0.00288	Per Sample DNN Time 0.00369	Train Loss 8.5228	
   >> MPG: 0.048, MPC: 3.148, MPMHB: 2.736
Epoch: [5][200/1625]	Per Sample Total Time 0.00569	Per Sample Data Time 0.00199	Per Sample DNN Time 0.00370	Train Loss 8.6843	
   >> MPG: 0.050, MPC: 3.144, MPMHB: 2.815
Epoch: [5][300/1625]	Per Sample Total Time 0.00524	Per Sample Data Time 0.00154	Per Sample DNN Time 0.00370	Train Loss 8.4441	
   >> MPG: 0.048, MPC: 3.270, MPMHB: 2.557
Epoch: [5][400/1625]	Per Sample Total Time 0.00496	Per Sample Data Time 0.00127	Per Sample DNN Time 0.00369	Train Loss 8.5288	
   >> MPG: 0.049, MPC: 3.049, MPMHB: 2.783
Epoch: [5][500/1625]	Per Sample Total Time 0.00478	Per Sample Data Time 0.00109	Per Sample DNN Time 0.00369	Train Loss 8.5112	
   >> MPG: 0.050, MPC: 3.057, MPMHB: 2.725
Epoch: [5][600/1625]	Per Sample Total Time 0.00465	Per Sample Data Time 0.00096	Per Sample DNN Time 0.00369	Train Loss 8.3174	
   >> MPG: 0.046, MPC: 3.109, MPMHB: 2.680
---------------- step 7200 evaluation ----------------
masked acc train: 0.329219
nce loss train: 8.432241
masked acc eval: 0.329654
nce loss eval: 0.051159
# 10, step 6400-7200, lr: 5.000000e-04
# 10, step 6400-7200, training time: 206.627
---------------- evaluation finished ----------------
Epoch: [5][700/1625]	Per Sample Total Time 0.48523	Per Sample Data Time 0.48146	Per Sample DNN Time 0.00377	Train Loss 8.5041	
   >> MPG: 0.048, MPC: 3.114, MPMHB: 2.757
Epoch: [5][800/1625]	Per Sample Total Time 0.00873	Per Sample Data Time 0.00497	Per Sample DNN Time 0.00376	Train Loss 8.4721	
   >> MPG: 0.049, MPC: 3.014, MPMHB: 2.761
Epoch: [5][900/1625]	Per Sample Total Time 0.00638	Per Sample Data Time 0.00260	Per Sample DNN Time 0.00379	Train Loss 8.6849	
   >> MPG: 0.053, MPC: 2.999, MPMHB: 2.788
Epoch: [5][1000/1625]	Per Sample Total Time 0.00559	Per Sample Data Time 0.00180	Per Sample DNN Time 0.00379	Train Loss 8.4464	
   >> MPG: 0.048, MPC: 3.055, MPMHB: 2.736
Epoch: [5][1100/1625]	Per Sample Total Time 0.00520	Per Sample Data Time 0.00140	Per Sample DNN Time 0.00380	Train Loss 8.4838	
   >> MPG: 0.050, MPC: 3.032, MPMHB: 2.724
Epoch: [5][1200/1625]	Per Sample Total Time 0.00497	Per Sample Data Time 0.00116	Per Sample DNN Time 0.00381	Train Loss 8.2528	
   >> MPG: 0.047, MPC: 3.067, MPMHB: 2.593
Epoch: [5][1300/1625]	Per Sample Total Time 0.00481	Per Sample Data Time 0.00100	Per Sample DNN Time 0.00381	Train Loss 8.4592	
   >> MPG: 0.049, MPC: 2.967, MPMHB: 2.821
Epoch: [5][1400/1625]	Per Sample Total Time 0.00472	Per Sample Data Time 0.00088	Per Sample DNN Time 0.00383	Train Loss 8.2784	
   >> MPG: 0.047, MPC: 3.086, MPMHB: 2.621
---------------- step 8000 evaluation ----------------
masked acc train: 0.337070
nce loss train: 8.318794
masked acc eval: 0.336614
nce loss eval: 0.050777
# 11, step 7200-8000, lr: 5.000000e-04
# 11, step 7200-8000, training time: 238.661
---------------- evaluation finished ----------------
Epoch: [5][1500/1625]	Per Sample Total Time 0.49338	Per Sample Data Time 0.48960	Per Sample DNN Time 0.00378	Train Loss 8.5265	
   >> MPG: 0.050, MPC: 3.122, MPMHB: 2.662
Epoch: [5][1600/1625]	Per Sample Total Time 0.00895	Per Sample Data Time 0.00504	Per Sample DNN Time 0.00391	Train Loss 8.3550	
   >> MPG: 0.047, MPC: 3.038, MPMHB: 2.715
2026-01-28 15:53:28.132417
Epoch: [6][75/1625]	Per Sample Total Time 0.00667	Per Sample Data Time 0.00278	Per Sample DNN Time 0.00389	Train Loss 8.5092	
   >> MPG: 0.050, MPC: 2.993, MPMHB: 2.775
Epoch: [6][175/1625]	Per Sample Total Time 0.00581	Per Sample Data Time 0.00192	Per Sample DNN Time 0.00389	Train Loss 8.2608	
   >> MPG: 0.045, MPC: 3.124, MPMHB: 2.659
Epoch: [6][275/1625]	Per Sample Total Time 0.00537	Per Sample Data Time 0.00149	Per Sample DNN Time 0.00388	Train Loss 8.0540	
   >> MPG: 0.045, MPC: 3.033, MPMHB: 2.563
Epoch: [6][375/1625]	Per Sample Total Time 0.00509	Per Sample Data Time 0.00123	Per Sample DNN Time 0.00386	Train Loss 8.2188	
   >> MPG: 0.047, MPC: 2.916, MPMHB: 2.714
Epoch: [6][475/1625]	Per Sample Total Time 0.00491	Per Sample Data Time 0.00106	Per Sample DNN Time 0.00385	Train Loss 8.2050	
   >> MPG: 0.048, MPC: 2.912, MPMHB: 2.678
Epoch: [6][575/1625]	Per Sample Total Time 0.00478	Per Sample Data Time 0.00093	Per Sample DNN Time 0.00384	Train Loss 8.2609	
   >> MPG: 0.048, MPC: 2.933, MPMHB: 2.672
---------------- step 8800 evaluation ----------------
masked acc train: 0.339258
nce loss train: 8.448332
masked acc eval: 0.351541
nce loss eval: 0.049451
# 12, step 8000-8800, lr: 5.000000e-04
# 12, step 8000-8800, training time: 208.505
---------------- evaluation finished ----------------
Epoch: [6][675/1625]	Per Sample Total Time 0.51880	Per Sample Data Time 0.51510	Per Sample DNN Time 0.00371	Train Loss 8.0994	
   >> MPG: 0.045, MPC: 2.994, MPMHB: 2.607
Epoch: [6][775/1625]	Per Sample Total Time 0.00905	Per Sample Data Time 0.00529	Per Sample DNN Time 0.00376	Train Loss 8.1301	
   >> MPG: 0.047, MPC: 2.954, MPMHB: 2.584
Epoch: [6][875/1625]	Per Sample Total Time 0.00652	Per Sample Data Time 0.00275	Per Sample DNN Time 0.00376	Train Loss 8.1782	
   >> MPG: 0.047, MPC: 2.940, MPMHB: 2.657
Epoch: [6][975/1625]	Per Sample Total Time 0.00566	Per Sample Data Time 0.00190	Per Sample DNN Time 0.00376	Train Loss 7.9178	
   >> MPG: 0.044, MPC: 2.990, MPMHB: 2.513
Epoch: [6][1075/1625]	Per Sample Total Time 0.00522	Per Sample Data Time 0.00147	Per Sample DNN Time 0.00375	Train Loss 8.1642	
   >> MPG: 0.047, MPC: 2.835, MPMHB: 2.743
Epoch: [6][1175/1625]	Per Sample Total Time 0.00496	Per Sample Data Time 0.00122	Per Sample DNN Time 0.00374	Train Loss 8.1539	
   >> MPG: 0.046, MPC: 2.992, MPMHB: 2.642
Epoch: [6][1275/1625]	Per Sample Total Time 0.00479	Per Sample Data Time 0.00105	Per Sample DNN Time 0.00374	Train Loss 8.1242	
   >> MPG: 0.046, MPC: 2.989, MPMHB: 2.596
Epoch: [6][1375/1625]	Per Sample Total Time 0.00468	Per Sample Data Time 0.00092	Per Sample DNN Time 0.00375	Train Loss 8.2251	
   >> MPG: 0.048, MPC: 2.891, MPMHB: 2.667
---------------- step 9600 evaluation ----------------
masked acc train: 0.346563
nce loss train: 7.967645
masked acc eval: 0.353548
nce loss eval: 0.049351
# 13, step 8800-9600, lr: 5.000000e-04
# 13, step 8800-9600, training time: 236.028
---------------- evaluation finished ----------------
Epoch: [6][1475/1625]	Per Sample Total Time 0.52610	Per Sample Data Time 0.52221	Per Sample DNN Time 0.00389	Train Loss 8.3191	
   >> MPG: 0.047, MPC: 2.922, MPMHB: 2.791
Epoch: [6][1575/1625]	Per Sample Total Time 0.00915	Per Sample Data Time 0.00536	Per Sample DNN Time 0.00379	Train Loss 8.0963	
   >> MPG: 0.047, MPC: 2.888, MPMHB: 2.648
2026-01-28 16:01:30.693452
Epoch: [7][50/1625]	Per Sample Total Time 0.00676	Per Sample Data Time 0.00298	Per Sample DNN Time 0.00378	Train Loss 8.1905	
   >> MPG: 0.047, MPC: 2.986, MPMHB: 2.644
Epoch: [7][150/1625]	Per Sample Total Time 0.00583	Per Sample Data Time 0.00205	Per Sample DNN Time 0.00378	Train Loss 7.9010	
   >> MPG: 0.044, MPC: 2.938, MPMHB: 2.566
Epoch: [7][250/1625]	Per Sample Total Time 0.00537	Per Sample Data Time 0.00159	Per Sample DNN Time 0.00378	Train Loss 7.9650	
   >> MPG: 0.047, MPC: 2.795, MPMHB: 2.597
Epoch: [7][350/1625]	Per Sample Total Time 0.00509	Per Sample Data Time 0.00131	Per Sample DNN Time 0.00378	Train Loss 8.1827	
   >> MPG: 0.047, MPC: 2.902, MPMHB: 2.686
Epoch: [7][450/1625]	Per Sample Total Time 0.00491	Per Sample Data Time 0.00112	Per Sample DNN Time 0.00378	Train Loss 8.1947	
   >> MPG: 0.048, MPC: 2.915, MPMHB: 2.658
Epoch: [7][550/1625]	Per Sample Total Time 0.00478	Per Sample Data Time 0.00099	Per Sample DNN Time 0.00379	Train Loss 8.0806	
   >> MPG: 0.047, MPC: 2.819, MPMHB: 2.684
---------------- step 10400 evaluation ----------------
masked acc train: 0.374727
nce loss train: 7.820556
masked acc eval: 0.364738
nce loss eval: 0.048205
# 14, step 9600-10400, lr: 5.000000e-04
# 14, step 9600-10400, training time: 199.296
---------------- evaluation finished ----------------
Epoch: [7][650/1625]	Per Sample Total Time 0.48958	Per Sample Data Time 0.48553	Per Sample DNN Time 0.00406	Train Loss 7.9838	
   >> MPG: 0.046, MPC: 2.771, MPMHB: 2.686
Epoch: [7][750/1625]	Per Sample Total Time 0.00879	Per Sample Data Time 0.00500	Per Sample DNN Time 0.00380	Train Loss 7.8191	
   >> MPG: 0.043, MPC: 2.801, MPMHB: 2.635
Epoch: [7][850/1625]	Per Sample Total Time 0.00639	Per Sample Data Time 0.00261	Per Sample DNN Time 0.00379	Train Loss 7.9991	
   >> MPG: 0.046, MPC: 2.916, MPMHB: 2.549
Epoch: [7][950/1625]	Per Sample Total Time 0.00559	Per Sample Data Time 0.00180	Per Sample DNN Time 0.00379	Train Loss 8.1400	
   >> MPG: 0.046, MPC: 2.919, MPMHB: 2.665
Epoch: [7][1050/1625]	Per Sample Total Time 0.00519	Per Sample Data Time 0.00140	Per Sample DNN Time 0.00379	Train Loss 7.9227	
   >> MPG: 0.044, MPC: 2.973, MPMHB: 2.517
Epoch: [7][1150/1625]	Per Sample Total Time 0.00495	Per Sample Data Time 0.00116	Per Sample DNN Time 0.00379	Train Loss 7.8087	
   >> MPG: 0.045, MPC: 2.798, MPMHB: 2.529
Epoch: [7][1250/1625]	Per Sample Total Time 0.00478	Per Sample Data Time 0.00100	Per Sample DNN Time 0.00379	Train Loss 7.8300	
   >> MPG: 0.042, MPC: 3.112, MPMHB: 2.409
Epoch: [7][1350/1625]	Per Sample Total Time 0.00467	Per Sample Data Time 0.00088	Per Sample DNN Time 0.00379	Train Loss 7.9193	
   >> MPG: 0.045, MPC: 2.865, MPMHB: 2.564
---------------- step 11200 evaluation ----------------
masked acc train: 0.348750
nce loss train: 7.954194
masked acc eval: 0.372326
nce loss eval: 0.047688
# 15, step 10400-11200, lr: 5.000000e-04
# 15, step 10400-11200, training time: 237.645
---------------- evaluation finished ----------------
Epoch: [7][1450/1625]	Per Sample Total Time 0.53393	Per Sample Data Time 0.53043	Per Sample DNN Time 0.00350	Train Loss 8.0059	
   >> MPG: 0.047, MPC: 2.727, MPMHB: 2.682
Epoch: [7][1550/1625]	Per Sample Total Time 0.00924	Per Sample Data Time 0.00544	Per Sample DNN Time 0.00380	Train Loss 7.9355	
   >> MPG: 0.044, MPC: 2.876, MPMHB: 2.615
2026-01-28 16:09:32.058546
Epoch: [8][25/1625]	Per Sample Total Time 0.00680	Per Sample Data Time 0.00300	Per Sample DNN Time 0.00379	Train Loss 7.8455	
   >> MPG: 0.045, MPC: 2.729, MPMHB: 2.638
Epoch: [8][125/1625]	Per Sample Total Time 0.00586	Per Sample Data Time 0.00207	Per Sample DNN Time 0.00379	Train Loss 7.8880	
   >> MPG: 0.045, MPC: 2.866, MPMHB: 2.537
Epoch: [8][225/1625]	Per Sample Total Time 0.00539	Per Sample Data Time 0.00160	Per Sample DNN Time 0.00379	Train Loss 7.9329	
   >> MPG: 0.045, MPC: 2.807, MPMHB: 2.646
Epoch: [8][325/1625]	Per Sample Total Time 0.00511	Per Sample Data Time 0.00132	Per Sample DNN Time 0.00379	Train Loss 8.0169	
   >> MPG: 0.045, MPC: 3.018, MPMHB: 2.530
